id calibrated_magnitude calibrated_error magnitude_rms_error x y alpha_j2000 delta_j2000 fwhm_world flags magnitude observation_id filter original_filter date user_id device_id target fits_id
158024886 12.1955 0.0402655676007271 0.0285000000149012 728.519287109375 411.222198486328 83.959396 -5.476396 0.0012365 0.0 15.2084 23940 B B 2457035.60381944 84 131 "[3] M42" 21539
159242767 11.1942 0.0304131098091602 0.0190999992191792 723.558715820312 428.916107177734 83.959396 -5.476467 0.003514961 2.0 14.0153 24618 V V 2457031.60773148 84 131 "[3] M42" 21919
364473018 10.6897 0.112447753548622 0.0443000011146069 584.6572265625 600.317626953125 83.959396 -5.476527 0.00104025 0.0 15.9112 63774 I I 2459606.59298611 84 131 "[3] M42" 62552
143852924 11.1339 0.0638314783573151 0.0168999992311001 901.893615722656 730.317199707031 83.959397 -5.475953 0.002177358 0.0 14.3154 15224 V V 2457476.47564815 84 131 "[3] M42" 14789
143853634 11.4522 0.0336248055100441 0.0258000008761883 908.329284667969 749.13427734375 83.959397 -5.476502 0.001664175 0.0 14.8033 15217 V V 2457482.47193287 84 131 "[3] M42" 14800
301800170 10.8378 0.0 0.0297999996691942 1053.50610351562 794.425170898438 83.959399 -5.476038 0.003666123 256.0 13.9654 51436 B B 2459358.44929398 84 131 "[3] M42" 49950
159245598 11.5979 0.0318345539271832 0.0131999999284744 728.624084472656 409.818786621094 83.959403 -5.475824 0.001682086 2.0 14.2529 24621 V V 2457035.60417824 84 131 "[3] M42" 21926
355047837 9.9121 0.0325336493551731 0.00400000018998981 719.068176269531 907.960205078125 83.959403 -5.476213 0.002452618 0.0 12.5445 60198 R R 2459535.82234954 84 131 "[3] M42" 58596
146028079 10.9249 0.0280936378985643 0.0177999995648861 900.881713867188 733.589721679688 83.959405 -5.476538 0.00874618 2.0 13.3294 16302 B B 2457474.47663194 84 131 "[3] M42" 15693
143848978 10.9856 0.0325244516134262 0.0149999996647239 912.591613769531 734.1630859375 83.959406 -5.476435 0.00129574 2.0 14.1524 15205 V V 2457473.4781713 84 131 "[3] M42" 14782
151137850 11.2271 0.0666409209370613 0.0116999996826053 761.267211914062 448.270385742188 83.959406 -5.476148 0.001376049 0.0 14.5775 20082 I I 2456936.87523148 84 131 "[3] M42" 19135
154985440 10.5863 0.0664035454392433 0.0163000002503395 714.181030273438 538.937072753906 83.959407 -5.476673 0.006610405 35.0 13.1128 22081 V V 2456934.87356481 84 131 "[3] M42" 20305
155433747 10.6737 0.0165372285991907 0.00659999996423721 726.584228515625 398.161407470703 83.959408 -5.475998 0.002036388 0.0 13.4438 22268 V V 2457018.65253472 84 131 "[3] M42" 20464
354922084 9.9521 0.0465279929339886 0.00680000009015203 721.698303222656 917.396789550781 83.959408 -5.475997 0.002665525 0.0 13.2096 60052 V V 2459536.82103009 84 131 "[3] M42" 58491
143849376 11.0865 0.0360607169568539 0.0143999997526407 912.503723144531 734.183715820312 83.959409 -5.476584 0.001534215 0.0 14.2328 15207 V V 2457473.4780787 84 131 "[3] M42" 14781
161434711 11.5171 0.0223697740584612 0.0159000009298325 734.77978515625 647.578918457031 83.959411 -5.476951 0.006230448 0.0 14.1704 26869 B B 2458847.69061343 84 131 "[3] M42" 24986
355701967 10.3978 0.0201680082827806 0.00529999984428287 718.976196289062 879.482299804688 83.959411 -5.475579 0.002356191 0.0 13.1215 60407 B B 2459533.82204861 84 131 "[3] M42" 58647
99097990 7.2630 0.0 0.00150000001303852 460.669891357422 741.239013671875 83.959412 -5.476455 0.003048232 259.0 8.4108 11110 I I 2458522.42478009 31 39 "[3] M42" 10889
161435479 11.5503 0.0296293776482344 0.015599999576807 734.496276855469 647.658630371094 83.959412 -5.476475 0.001911365 0.0 14.2004 26870 B B 2458847.69076389 84 131 "[3] M42" 24987
143840690 10.8455 0.0281971003860235 0.0094999996945262 922.281799316406 739.701721191406 83.959414 -5.47664 0.001246754 0.0 14.0866 15188 V V 2457467.48181713 84 131 "[3] M42" 14770
145423609 10.9022 0.0371922440826893 0.00810000021010637 658.710021972656 664.217224121094 83.959414 -5.476357 0.001378411 0.0 13.8585 15946 B B 2457663.89050926 84 131 "[3] M42" 15389
159249128 11.0448 0.0218495987355709 0.00860000029206276 724.422119140625 337.174591064453 83.959414 -5.476353 0.001768365 2.0 13.7343 24631 V V 2457037.61479167 84 131 "[3] M42" 21930
146842881 11.5456 0.0648888424038887 0.0498999990522861 49.1245994567871 1100.17565917969 83.959417 -5.475868 0.001544798 0.0 15.9014 16756 V V 2457883.45571759 84 131 "[3] M42" 15994
158630217 11.0421 0.04604646936059 0.010499999858439 721.836608886719 454.503509521484 83.959418 -5.476627 0.002184801 0.0 13.6848 24383 V V 2457026.61375 84 131 "[3] M42" 21917
146005028 10.6473 0.0287029687315226 0.00970000028610229 889.251770019531 715.405090332031 83.959419 -5.476342 0.002559788 2.0 13.0714 16272 B B 2457462.48501157 84 131 "[3] M42" 15668
146014821 11.0100 0.0250384919345379 0.0172000005841255 901.5244140625 733.094970703125 83.959419 -5.476579 0.003328342 2.0 13.4219 16301 B B 2457474.47680556 84 131 "[3] M42" 15692
179062923 10.9658 0.0317304730415344 0.00989999994635582 800.372985839844 557.609008789062 83.959419 -5.476009 0.002455226 0.0 13.6890 30003 B B 2458951.46741898 84 131 "[3] M42" 28910
336043247 10.2797 0.0347949862480164 0.00430000014603138 684.971496582031 754.080383300781 83.959419 -5.476405 0.001625131 0.0 12.8140 58513 B B 2459504.846875 84 131 "[3] M42" 56761
143831878 11.8756 0.0497697778046131 0.0383000001311302 820.179382324219 637.849975585938 83.95942 -5.476352 0.00181384 2.0 15.0236 15164 V V 2457447.49523148 84 131 "[3] M42" 14730
145996296 11.1328 0.0309524312615395 0.0146000003442168 837.729675292969 660.721923828125 83.959422 -5.476573 0.002240968 2.0 13.5856 16238 B B 2457453.49123843 84 131 "[3] M42" 15651
155178027 10.9576 0.0301457904279232 0.00620000017806888 721.755310058594 471.495697021484 83.959423 -5.476361 0.0009924467 2.0 13.6283 22260 V V 2457021.62478009 84 131 "[3] M42" 20469
158026940 12.2558 0.0180643610656261 0.0276999995112419 728.516296386719 411.89111328125 83.959423 -5.47643 0.001411657 0.0 15.2821 23943 B B 2457035.60365741 84 131 "[3] M42" 21541
301801892 11.3481 0.0583162643015385 0.0397000014781952 1027.69921875 770.43212890625 83.959424 -5.476265 0.003332081 0.0 14.4914 51429 B B 2459353.45043981 84 131 "[3] M42" 49943
155078484 10.3147 0.0368639975786209 0.00419999985024333 680.645080566406 1016.33752441406 83.959425 -5.47611 0.001586073 2.0 12.8424 22191 V V 2456987.84871528 84 131 "[3] M42" 20410
154997889 10.6788 0.0645634904503822 0.0109999999403954 670.549926757812 776.080078125 83.959427 -5.476404 0.002116722 3.0 13.2230 22097 V V 2456949.8630787 84 131 "[3] M42" 20337
178435142 11.4524 0.0908368304371834 0.0175999999046326 788.702819824219 590.138793945312 83.959427 -5.476069 0.001693937 0.0 14.3163 29926 B B 2458929.48159722 84 131 "[3] M42" 28873
159241935 11.4735 0.0472870282828808 0.0162000004202127 726.408325195312 405.367004394531 83.959428 -5.475939 0.00472166 0.0 14.2659 24619 V V 2457032.61189815 84 131 "[3] M42" 21921
155010992 10.3638 0.04418034106493 0.00920000020414591 669.580017089844 777.991394042969 83.95943 -5.476546 0.002184026 3.0 12.9143 22112 V V 2456948.86365741 84 131 "[3] M42" 20333
157228840 10.6136 0.0496968068182468 0.00910000037401915 780.833984375 665.757080078125 83.95943 -5.476406 0.002807163 0.0 13.5812 23158 V V 2457134.47436343 84 131 "[3] M42" 20861
178416160 10.3504 0.0260670930147171 0.00510000018402934 779.966979980469 610.58251953125 83.95943 -5.476761 0.003180388 0.0 13.0838 29903 B B 2458885.58820602 84 131 "[3] M42" 28856
356827568 9.9717 0.0 0.00150000001303852 1737.34838867188 1171.544921875 83.95943 -5.476471 0.001590086 259.0 10.8551 60840 V TG 2459571.40437079 84 215 "[3] M42" 59286
151138412 11.0087 0.0606521181762218 0.00980000011622906 764.981872558594 443.577514648438 83.959432 -5.476217 0.001027994 0.0 14.3584 20083 I I 2456937.87458333 84 131 "[3] M42" 19134
301781698 10.9431 0.086573489010334 0.0167999994009733 1014.07232666016 754.574829101562 83.959432 -5.476229 0.002103401 0.0 13.7653 51380 R R 2459349.45175926 84 131 "[3] M42" 49897
154999511 10.4958 0.0451167114078999 0.0143999997526407 667.395080566406 777.627197265625 83.959433 -5.476403 0.002160132 3.0 12.9633 22099 V V 2456943.86993056 84 131 "[3] M42" 20324
330014254 10.1509 0.0287723634392023 0.00430000014603138 668.033020019531 715.421813964844 83.959433 -5.476341 0.001599733 2.0 12.6695 55900 B B 2459498.85190972 84 131 "[3] M42" 54356
146000579 11.0536 0.0221141278743744 0.0175000000745058 845.884521484375 671.153381347656 83.959434 -5.476454 0.003524744 2.0 13.4541 16255 B B 2457454.4903588 84 131 "[3] M42" 15652
153688239 10.6711 0.0160877332091331 0.00529999984428287 680.597229003906 702.447875976562 83.959434 -5.47639 0.001998903 0.0 13.3353 21636 B B 2456750.48049769 84 131 "[3] M42" 20111
99090911 7.5550 0.0 0.00170000002253801 498.619201660156 751.473571777344 83.959435 -5.476395 0.00250519 259.0 8.8496 11104 V V 2458497.50019676 31 39 "[3] M42" 10869
153471013 11.1205 0.0387468934059143 0.00800000037997961 723.215270996094 472.138610839844 83.959435 -5.476307 0.00134068 0.0 14.0831 21342 B B 2457020.62734954 84 131 "[3] M42" 19880
354943487 10.4961 0.0492652766406536 0.00839999970048666 721.665405273438 917.559997558594 83.959435 -5.476194 0.002426882 0.0 13.6491 60128 I I 2459536.82133102 84 131 "[3] M42" 58545
99106823 6.9043 0.0 0.00219999998807907 1048.68981933594 471.255493164062 83.959437 -5.476413 0.002494601 259.0 8.7442 11119 I I 2458509.32662037 31 39 "[3] M42" 10880
143846707 11.0092 0.0294637698680162 0.012699999846518 910.172973632812 735.47021484375 83.959437 -5.476689 0.001590909 0.0 14.2085 15199 V V 2457475.47630787 84 131 "[3] M42" 14788
143855572 11.0408 0.0312567949295044 0.0129000004380941 916.5908203125 748.911682128906 83.959438 -5.476478 0.00127146 0.0 14.3062 15222 V V 2457480.4731713 84 131 "[3] M42" 14796
176704786 11.6726 0.0309063717722893 0.0167999994009733 751.192321777344 630.577575683594 83.959438 -5.47628 0.005085034 0.0 14.3223 29751 B B 2458856.66791667 84 131 "[3] M42" 28834
143831451 11.5461 0.0573265105485916 0.0232999995350838 825.343200683594 649.1865234375 83.95944 -5.476291 0.00174741 0.0 14.6459 15163 V V 2457448.49513889 84 131 "[3] M42" 14731
